Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
3,t,880000,10.5,2,2,Western Metropolitan,13.68767719
4,h,950000,10.5,3,3,Western Metropolitan,13.76421726
4,h,1600000,10.5,3,3,Western Metropolitan,14.28551419
2,t,585000,10.5,1,1,Western Metropolitan,13.27936713
3,h,650000,10.5,1,3,Western Metropolitan,13.38472764
3,h,725000,10.5,1,4,Western Metropolitan,13.49392693
3,u,665000,10.5,2,1,Western Metropolitan,13.40754232
3,h,560500,10.5,1,1,Western Metropolitan,13.23658452
3,h,615000,10.5,1,2,Western Metropolitan,13.32937755
3,h,845000,10.5,1,3,Western Metropolitan,13.64709191
3,h,585000,10.5,1,2,Western Metropolitan,13.27936713
2,u,440000,10.5,1,1,Western Metropolitan,12.99453001
3,h,850000,10.5,1,2,Western Metropolitan,13.65299163
5,h,850000,10.5,2,4,Western Metropolitan,13.65299163
3,h,705000,10.5,1,1,Western Metropolitan,13.46595308
4,h,1100000,10.5,3,2,Western Metropolitan,13.91082074
3,h,892500,10.5,1,1,Western Metropolitan,13.70178179
3,h,695000,10.5,1,2,Western Metropolitan,13.45166712
2,h,522500,10.5,1,1,Western Metropolitan,13.16638026
4,h,680000,10.5,2,2,Western Metropolitan,13.42984808
3,u,500000,10.5,1,1,Western Metropolitan,13.12236338
2,t,550000,10.5,1,2,Western Metropolitan,13.21767356
3,h,730000,10.5,2,2,Western Metropolitan,13.50079981
3,h,875000,10.5,1,3,Western Metropolitan,13.68197917
3,h,850000,10.5,2,8,Western Metropolitan,13.65299163
3,h,635000,10.5,1,1,Western Metropolitan,13.36138028
4,h,762000,10.5,2,2,Western Metropolitan,13.54370183
2,u,411000,10.5,1,1,Western Metropolitan,12.92634849
4,h,790000,10.5,2,2,Western Metropolitan,13.57978822
4,h,605000,10.5,1,0,Western Metropolitan,13.31298374
3,h,805000,10.5,2,2,Western Metropolitan,13.59859756
4,h,890000,10.5,2,4,Western Metropolitan,13.69897674
3,h,795000,10.5,1,1,Western Metropolitan,13.58609739
3,h,634000,10.5,2,1,Western Metropolitan,13.35980423
3,h,642000,10.5,1,1,Western Metropolitan,13.37234358
3,h,863000,10.5,2,3,Western Metropolitan,13.66816997
3,h,740000,10.5,1,2,Western Metropolitan,13.51440547
4,h,1819000,6.6,2,1,Southern Metropolitan,14.41379746
2,u,410000,6.6,1,2,Southern Metropolitan,12.92391244
1,u,280000,6.6,1,1,Southern Metropolitan,12.54254488
2,t,1015000,6.6,1,2,Southern Metropolitan,13.83039917
2,u,502500,6.6,1,1,Southern Metropolitan,13.12735092
2,u,520000,6.6,1,0,Southern Metropolitan,13.16158409
2,u,442000,6.6,1,1,Southern Metropolitan,12.99906516
3,h,1193000,6.6,1,1,Southern Metropolitan,13.9919817
2,u,416000,6.6,1,1,Southern Metropolitan,12.93844054
2,u,820000,6.6,1,1,Southern Metropolitan,13.61705962
2,u,474000,6.6,1,1,Southern Metropolitan,13.0689626
2,h,981000,6.6,1,0,Southern Metropolitan,13.79632774
3,h,1690000,6.6,2,2,Southern Metropolitan,14.34023909
2,u,540000,6.6,1,1,Southern Metropolitan,13.19932442
3,h,1080000,6.6,1,1,Southern Metropolitan,13.8924716
1,u,500000,6.6,1,0,Southern Metropolitan,13.12236338
2,u,497500,6.6,0,0,Southern Metropolitan,13.11735084
2,h,2100000,9.7,1,1,Southern Metropolitan,14.5574479
4,h,1800000,9.7,2,2,Southern Metropolitan,14.40329722
2,t,1255000,9.7,1,1,Southern Metropolitan,14.04264613
3,u,1070000,9.7,2,2,Southern Metropolitan,13.88316921
5,h,2570000,9.7,3,2,Southern Metropolitan,14.75941646
4,h,2400000,9.7,2,2,Southern Metropolitan,14.6909793
3,h,2200000,9.7,3,2,Southern Metropolitan,14.60396792
5,h,3250000,9.7,5,2,Southern Metropolitan,14.99416555
2,u,806000,9.7,1,1,Southern Metropolitan,13.59983902
6,h,4000000,9.7,4,7,Southern Metropolitan,15.20180492
2,h,1215000,9.7,2,2,Southern Metropolitan,14.01025463
5,h,2250000,9.7,3,2,Southern Metropolitan,14.62644077
2,u,812000,9.7,1,1,Southern Metropolitan,13.60725562
3,h,1140000,9.7,2,2,Southern Metropolitan,13.94653882
3,h,2330000,9.7,2,1,Southern Metropolitan,14.66137883
5,h,2800000,9.7,3,2,Southern Metropolitan,14.84512998
2,u,605000,9.7,1,1,Southern Metropolitan,13.31298374
3,h,1255000,9.7,2,2,Southern Metropolitan,14.04264613
2,h,1850000,9.7,1,1,Southern Metropolitan,14.4306962
2,u,805000,9.7,1,1,Southern Metropolitan,13.59859756
3,h,700000,9.7,1,1,Southern Metropolitan,13.45883561
4,h,2130000,9.7,2,2,Southern Metropolitan,14.57163254
2,h,500000,9.7,1,1,Southern Metropolitan,13.12236338
3,h,2125000,9.7,2,2,Southern Metropolitan,14.56928236
4,h,1800000,9.7,2,2,Southern Metropolitan,14.40329722
2,u,635000,9.7,1,1,Southern Metropolitan,13.36138028
2,u,526000,9.7,1,1,Southern Metropolitan,13.17305649
1,h,390000,9.7,1,1,Southern Metropolitan,12.87390202
3,h,905000,9.7,1,2,Southern Metropolitan,13.71569022
4,h,1750000,9.7,3,2,Southern Metropolitan,14.37512635
2,t,760000,9.7,1,1,Southern Metropolitan,13.54107371
4,h,3180000,9.7,3,4,Southern Metropolitan,14.97239175
3,t,1367000,9.7,2,2,Southern Metropolitan,14.12812912
5,h,3600000,9.7,3,2,Southern Metropolitan,15.0964444
5,h,2550000,9.7,3,2,Southern Metropolitan,14.75160392
4,t,1400000,9.7,3,2,Southern Metropolitan,14.15198279
4,h,3270000,9.7,2,4,Southern Metropolitan,15.00030054
2,u,625000,9.7,1,1,Southern Metropolitan,13.34550693
2,t,700000,9.7,1,1,Southern Metropolitan,13.45883561
3,h,1860000,9.7,1,4,Southern Metropolitan,14.43608705
4,h,2730000,9.7,3,2,Southern Metropolitan,14.81981217
5,h,2020000,9.7,2,2,Southern Metropolitan,14.51860807
2,u,460000,9.7,1,1,Southern Metropolitan,13.03898177
4,h,2250000,9.7,1,2,Southern Metropolitan,14.62644077
2,u,1053000,9.7,1,2,Southern Metropolitan,13.86715379
3,h,1800000,9.7,2,2,Southern Metropolitan,14.40329722
3,t,1472000,9.7,2,2,Southern Metropolitan,14.20213258
3,h,2120000,9.7,1,2,Southern Metropolitan,14.56692665
3,h,1910000,9.7,1,2,Southern Metropolitan,14.4626138
2,u,754000,9.7,1,1,Southern Metropolitan,13.53314765
5,h,3000000,9.7,5,2,Southern Metropolitan,14.91412285
5,h,3400000,9.7,6,4,Southern Metropolitan,15.03928599
4,h,2188000,9.7,2,2,Southern Metropolitan,14.59849844
2,u,755000,9.7,1,1,Southern Metropolitan,13.53447303
4,h,2900000,9.7,3,2,Southern Metropolitan,14.88022129
4,h,3290000,9.7,3,2,Southern Metropolitan,15.00639812
5,h,2665000,9.7,3,2,Southern Metropolitan,14.79571462
4,h,1801000,9.7,2,2,Southern Metropolitan,14.40385262
4,h,2410000,9.7,2,1,Southern Metropolitan,14.69513731
2,u,650000,9.7,1,1,Southern Metropolitan,13.38472764
4,h,2275000,9.7,2,1,Southern Metropolitan,14.63749061
5,h,2810000,9.7,3,4,Southern Metropolitan,14.84869504
3,t,1385000,9.7,2,2,Southern Metropolitan,14.1412107
4,h,2000000,9.7,1,2,Southern Metropolitan,14.50865774
4,h,1900000,9.7,2,1,Southern Metropolitan,14.45736444
3,h,3401000,9.7,2,1,Southern Metropolitan,15.03958006
3,h,1750000,9.7,2,3,Southern Metropolitan,14.37512635
5,h,4000000,9.7,4,3,Southern Metropolitan,15.20180492
3,t,1100000,9.7,2,1,Southern Metropolitan,13.91082074
5,h,3020000,9.7,3,2,Southern Metropolitan,14.92076739
3,h,2950000,9.7,2,2,Southern Metropolitan,14.89731573
5,h,2450000,9.7,2,2,Southern Metropolitan,14.71159858
3,h,1912000,9.7,1,2,Southern Metropolitan,14.46366037
2,u,730000,9.7,1,1,Southern Metropolitan,13.50079981
5,h,3900000,9.7,7,6,Southern Metropolitan,15.17648711
3,h,1500000,9.7,2,2,Southern Metropolitan,14.22097567
3,h,1850000,9.7,1,1,Southern Metropolitan,14.4306962
4,h,1700000,9.7,1,1,Southern Metropolitan,14.34613881
2,h,1010000,9.7,0,0,Southern Metropolitan,13.82546089
3,t,1315000,9.2,2,2,Southern Metropolitan,14.08934722
3,h,1500000,9.2,2,1,Southern Metropolitan,14.22097567
4,h,3230000,9.2,4,3,Southern Metropolitan,14.9879927
2,h,1080000,9.2,1,1,Southern Metropolitan,13.8924716
7,h,1350000,9.2,2,0,Southern Metropolitan,14.11561515
4,h,1905000,9.2,2,2,Southern Metropolitan,14.45999257
5,h,3300000,9.2,4,2,Southern Metropolitan,15.00943303
4,h,1900000,9.2,2,2,Southern Metropolitan,14.45736444
3,h,2251000,9.2,1,2,Southern Metropolitan,14.62688512
4,h,2205000,9.2,2,2,Southern Metropolitan,14.60623807
3,h,1265000,9.2,2,1,Southern Metropolitan,14.05058268
3,h,2000000,9.2,1,3,Southern Metropolitan,14.50865774
4,h,1750000,9.2,2,2,Southern Metropolitan,14.37512635
3,h,1450000,9.2,1,2,Southern Metropolitan,14.18707411
4,h,2614000,9.2,2,2,Southern Metropolitan,14.77639217
4,h,1825000,9.2,2,3,Southern Metropolitan,14.41709054
4,h,2550000,9.2,1,4,Southern Metropolitan,14.75160392
4,h,1570000,9.2,2,1,Southern Metropolitan,14.26658618
5,h,3250000,9.2,4,2,Southern Metropolitan,14.99416555
4,h,1750000,9.2,3,3,Southern Metropolitan,14.37512635
3,t,1150000,9.2,2,1,Southern Metropolitan,13.9552725
3,h,1575000,9.2,2,2,Southern Metropolitan,14.26976583
6,h,1505000,9.2,2,2,Southern Metropolitan,14.22430346
4,h,1572000,9.2,2,2,Southern Metropolitan,14.26785925
4,h,1500000,9.2,2,2,Southern Metropolitan,14.22097567
4,t,1400000,9.2,2,1,Southern Metropolitan,14.15198279
5,h,1750000,9.2,3,2,Southern Metropolitan,14.37512635
4,h,1850000,9.2,2,2,Southern Metropolitan,14.4306962
3,h,1480000,9.2,1,2,Southern Metropolitan,14.20755265
4,h,1400000,9.2,2,2,Southern Metropolitan,14.15198279
4,h,2130000,9.2,3,2,Southern Metropolitan,14.57163254
3,u,1050000,9.2,2,2,Southern Metropolitan,13.86430072
5,h,3690000,9.2,4,2,Southern Metropolitan,15.12113702
4,h,1740000,9.2,2,2,Southern Metropolitan,14.36939567
4,h,2575000,9.2,3,2,Southern Metropolitan,14.76136009
4,h,1388800,9.2,2,1,Southern Metropolitan,14.14395062
4,h,1702000,9.2,2,2,Southern Metropolitan,14.34731459
4,h,1800000,9.2,2,4,Southern Metropolitan,14.40329722
4,h,2910000,9.2,3,2,Southern Metropolitan,14.88366364
2,h,1400000,9.2,1,1,Southern Metropolitan,14.15198279
2,t,860000,9.2,2,2,Southern Metropolitan,13.66468767
4,h,1670000,9.2,3,2,Southern Metropolitan,14.32833418
5,h,1500000,9.2,1,1,Southern Metropolitan,14.22097567
5,h,2200000,9.2,3,2,Southern Metropolitan,14.60396792
4,h,1350000,9.2,2,2,Southern Metropolitan,14.11561515
5,h,2070000,9.2,2,1,Southern Metropolitan,14.54305917
3,h,1300000,9.2,1,2,Southern Metropolitan,14.07787482
3,h,1700000,9.2,2,3,Southern Metropolitan,14.34613881
3,h,1750000,9.2,1,2,Southern Metropolitan,14.37512635
3,h,980000,9.2,1,1,Southern Metropolitan,13.79530785
3,h,1230000,9.2,3,1,Southern Metropolitan,14.02252473
7,h,2600000,9.2,3,3,Southern Metropolitan,14.771022
4,h,1950000,9.2,3,2,Southern Metropolitan,14.48333993
5,h,1750000,9.2,2,2,Southern Metropolitan,14.37512635
5,h,2000000,9.2,2,2,Southern Metropolitan,14.50865774
3,h,1480000,9.2,1,4,Southern Metropolitan,14.20755265
4,h,3000000,9.2,3,2,Southern Metropolitan,14.91412285
3,h,1818000,9.2,1,1,Southern Metropolitan,14.41324755
4,h,2170000,9.2,2,2,Southern Metropolitan,14.59023773
4,h,2525000,9.2,2,2,Southern Metropolitan,14.74175162
4,h,3360000,9.2,3,1,Southern Metropolitan,15.02745153
4,h,1620000,9.2,2,1,Southern Metropolitan,14.29793671
3,h,1903000,9.2,1,2,Southern Metropolitan,14.45894215
4,h,1712000,9.2,2,2,Southern Metropolitan,14.35317284
4,h,1720000,9.2,3,2,Southern Metropolitan,14.35783485
4,h,1670000,9.2,1,4,Southern Metropolitan,14.32833418
2,h,1350000,9.2,1,2,Southern Metropolitan,14.11561515
4,h,1675000,9.2,2,2,Southern Metropolitan,14.33132372
4,t,1680000,9.2,3,1,Southern Metropolitan,14.33430435
3,h,1800000,9.2,1,1,Southern Metropolitan,14.40329722
4,h,1550000,9.2,3,4,Southern Metropolitan,14.25376549
5,h,4000000,9.2,5,4,Southern Metropolitan,15.20180492
3,h,2900000,9.2,2,2,Southern Metropolitan,14.88022129
4,h,2205000,9.2,2,2,Southern Metropolitan,14.60623807
3,t,1137000,9.2,2,2,Southern Metropolitan,13.94390377
3,h,2100000,9.2,2,3,Southern Metropolitan,14.5574479
2,h,1389000,9.2,1,4,Southern Metropolitan,14.14409462
2,h,685000,9.2,1,1,Southern Metropolitan,13.43717412
6,h,1900000,9.2,1,6,Southern Metropolitan,14.45736444
3,h,1335000,9.2,2,2,Southern Metropolitan,14.10444185
3,h,1600000,9.2,2,2,Southern Metropolitan,14.28551419
3,h,1830000,9.2,2,2,Southern Metropolitan,14.41982652
4,h,1900000,9.2,2,4,Southern Metropolitan,14.45736444
5,h,1500000,9.2,2,2,Southern Metropolitan,14.22097567
2,u,735000,9.2,1,1,Southern Metropolitan,13.50762578
2,u,1040000,9.2,1,1,Southern Metropolitan,13.85473127
3,h,1520000,9.2,1,2,Southern Metropolitan,14.23422089
4,h,1250000,9.2,2,2,Southern Metropolitan,14.03865411
6,h,1900000,9.2,3,2,Southern Metropolitan,14.45736444
5,h,1875000,9.2,3,2,Southern Metropolitan,14.44411922
4,h,1530000,9.2,2,2,Southern Metropolitan,14.24077829
4,h,1700000,9.2,2,5,Southern Metropolitan,14.34613881
3,t,1238000,9.2,2,2,Southern Metropolitan,14.02900773
3,h,1320000,9.2,1,0,Southern Metropolitan,14.09314229
2,u,560000,9.2,1,1,Southern Metropolitan,13.23569206
3,h,1651000,9.2,1,2,Southern Metropolitan,14.31689172
5,h,1920000,9.2,3,2,Southern Metropolitan,14.46783574
5,h,1560000,9.2,2,3,Southern Metropolitan,14.26019638
5,h,1550000,9.2,2,0,Southern Metropolitan,14.25376549
3,h,1038000,9.2,2,1,Southern Metropolitan,13.85280634
5,h,1660000,9.2,3,2,Southern Metropolitan,14.32232816
3,h,1260000,9.2,2,2,Southern Metropolitan,14.04662228
3,h,2000000,9.2,1,2,Southern Metropolitan,14.50865774
4,h,2155000,9.2,2,3,Southern Metropolitan,14.58330128
3,h,1225000,9.2,2,2,Southern Metropolitan,14.0184514
4,h,2150000,9.2,2,2,Southern Metropolitan,14.5809784
3,h,1770000,9.2,2,1,Southern Metropolitan,14.3864901
2,u,691500,9.2,1,1,Southern Metropolitan,13.44661843
5,h,1836000,9.2,2,2,Southern Metropolitan,14.42309985
2,u,636000,13,1,2,Southern Metropolitan,13.36295384
2,h,1275000,13,1,2,Southern Metropolitan,14.05845674
3,u,875000,13,1,2,Southern Metropolitan,13.68197917
3,t,895000,13,2,2,Southern Metropolitan,13.704579
2,h,1550000,13,1,4,Southern Metropolitan,14.25376549
4,h,1420000,13,1,4,Southern Metropolitan,14.16616743
3,h,1425000,13,2,2,Southern Metropolitan,14.16968237
2,t,851000,13,1,1,Southern Metropolitan,13.65416741
3,h,1222500,13,2,2,Southern Metropolitan,14.0164085
4,h,1260000,13,2,2,Southern Metropolitan,14.04662228
4,h,2700000,13,3,2,Southern Metropolitan,14.80876233
3,t,900000,13,2,1,Southern Metropolitan,13.71015004
3,h,1100000,13,2,2,Southern Metropolitan,13.91082074
7,h,1005000,13,3,4,Southern Metropolitan,13.8204981
3,h,1317500,13,1,1,Southern Metropolitan,14.09124656
2,u,360000,13,1,1,Southern Metropolitan,12.79385931
4,t,1435000,13,3,2,Southern Metropolitan,14.17667541
3,h,1110000,13,1,2,Southern Metropolitan,13.91987057
4,h,2435000,13,2,2,Southern Metropolitan,14.70545731
3,h,1500000,13,2,1,Southern Metropolitan,14.22097567
4,h,1300000,13,2,2,Southern Metropolitan,14.07787482
2,h,855000,13,1,1,Southern Metropolitan,13.65885675
3,h,1125000,13,1,2,Southern Metropolitan,13.93329359
3,h,1135000,13,1,2,Southern Metropolitan,13.94214321
3,h,867000,13,2,1,Southern Metropolitan,13.67279426
4,h,1328000,13,2,2,Southern Metropolitan,14.09918461
3,h,1340000,13,2,1,Southern Metropolitan,14.10818017
4,t,1155000,13,3,2,Southern Metropolitan,13.9596109
3,h,1275000,13,1,4,Southern Metropolitan,14.05845674
3,h,770000,13,2,2,Southern Metropolitan,13.55414579
2,h,855000,13,1,1,Southern Metropolitan,13.65885675
3,t,1100000,13,2,2,Southern Metropolitan,13.91082074
2,u,650000,13,1,1,Southern Metropolitan,13.38472764
4,h,1815000,13,2,4,Southern Metropolitan,14.41159603
4,h,2255000,13,3,2,Southern Metropolitan,14.62866053
3,h,1470000,13,2,2,Southern Metropolitan,14.20077296
2,u,420000,13,1,0,Southern Metropolitan,12.94800999
2,u,855000,13,2,3,Southern Metropolitan,13.65885675
4,h,1450000,13,1,1,Southern Metropolitan,14.18707411
3,h,1200000,13,2,2,Southern Metropolitan,13.99783211
4,h,1860000,13,2,3,Southern Metropolitan,14.43608705
2,u,725000,13,1,1,Southern Metropolitan,13.49392693
3,h,1293000,13,1,1,Southern Metropolitan,14.07247566
3,h,1390000,13,1,2,Southern Metropolitan,14.14481431
3,h,1400000,13,2,1,Southern Metropolitan,14.15198279
3,h,1328000,13,2,2,Southern Metropolitan,14.09918461
4,t,1247000,13,2,3,Southern Metropolitan,14.03625122
3,h,1311000,13,2,2,Southern Metropolitan,14.08630076
3,h,1100000,13,1,2,Southern Metropolitan,13.91082074
3,h,1327500,13,1,2,Southern Metropolitan,14.09880803
4,h,1560000,13,3,1,Southern Metropolitan,14.26019638
3,h,1370000,13,1,2,Southern Metropolitan,14.1303213
3,h,1100000,13,1,2,Southern Metropolitan,13.91082074
4,h,1385000,13,2,1,Southern Metropolitan,14.1412107
3,t,1275000,13,2,2,Southern Metropolitan,14.05845674
3,h,1095000,13,2,1,Southern Metropolitan,13.90626492
2,u,797500,13,1,2,Southern Metropolitan,13.58923711
2,u,725000,13,1,1,Southern Metropolitan,13.49392693
3,t,825000,13,2,2,Southern Metropolitan,13.62313867
3,t,1235000,13,2,2,Southern Metropolitan,14.02658153
5,h,1600000,13,3,2,Southern Metropolitan,14.28551419
3,h,1165000,13,1,2,Southern Metropolitan,13.96823164
4,h,1355000,13,2,3,Southern Metropolitan,14.11931201
4,h,1910000,13,2,4,Southern Metropolitan,14.4626138
3,h,1448000,13,2,3,Southern Metropolitan,14.18569385
2,u,820000,13,1,3,Southern Metropolitan,13.61705962
3,h,895000,13,1,2,Southern Metropolitan,13.704579
4,h,1041000,13,2,1,Southern Metropolitan,13.85569235
4,h,1430000,13,2,2,Southern Metropolitan,14.173185
2,h,910000,13,1,2,Southern Metropolitan,13.72119988
4,h,2520000,13,4,2,Southern Metropolitan,14.73976946
3,h,1350000,13,1,1,Southern Metropolitan,14.11561515
2,u,635000,13,1,2,Southern Metropolitan,13.36138028
3,h,1280000,13,2,4,Southern Metropolitan,14.06237064
5,h,1900000,13,2,2,Southern Metropolitan,14.45736444
3,h,1230000,13,1,2,Southern Metropolitan,14.02252473
4,h,1150000,13,2,2,Southern Metropolitan,13.9552725
4,h,1650000,13,2,2,Southern Metropolitan,14.31628585
2,t,670000,13,2,1,Southern Metropolitan,13.41503299
2,t,680000,13,1,1,Southern Metropolitan,13.42984808
4,t,1320000,13,3,3,Southern Metropolitan,14.09314229
4,h,1380000,13,1,2,Southern Metropolitan,14.13759406
6,h,1900000,13,3,2,Southern Metropolitan,14.45736444
3,h,1535000,13,2,2,Southern Metropolitan,14.24404094
4,h,1281000,13,1,5,Southern Metropolitan,14.06315158
3,u,1096000,13,2,2,Southern Metropolitan,13.90717775
5,h,1385000,13,2,2,Southern Metropolitan,14.1412107
3,u,517500,13,1,1,Southern Metropolitan,13.1567648
4,t,1245000,13,2,2,Southern Metropolitan,14.03464609
2,u,503000,13,1,1,Southern Metropolitan,13.12834545
4,h,2620000,13,4,2,Southern Metropolitan,14.77868488
2,u,760000,13,1,1,Southern Metropolitan,13.54107371
2,u,405000,13,1,1,Southern Metropolitan,12.91164235
2,h,1410000,13.9,1,2,Southern Metropolitan,14.15910026
3,t,760000,13.9,1,2,Southern Metropolitan,13.54107371
2,h,825000,13.9,2,1,Southern Metropolitan,13.62313867
2,u,746000,13.9,1,2,Southern Metropolitan,13.52248088
1,u,580000,13.9,1,1,Southern Metropolitan,13.27078338
5,h,1275000,13.9,2,2,Southern Metropolitan,14.05845674
3,h,1206000,13.9,1,2,Southern Metropolitan,14.00281966
3,t,1115000,13.9,2,2,Southern Metropolitan,13.92436496
4,h,1190000,13.9,2,3,Southern Metropolitan,13.98946387
4,h,1270000,13.9,2,1,Southern Metropolitan,14.05452746
3,u,1025000,13.9,2,2,Southern Metropolitan,13.84020317
3,u,740000,13.9,2,1,Southern Metropolitan,13.51440547
4,h,1960000,13.9,2,4,Southern Metropolitan,14.48845503
2,u,495000,13.9,1,1,Southern Metropolitan,13.11231304
2,u,570000,13.9,1,1,Southern Metropolitan,13.25339164
4,h,1220000,13.9,2,2,Southern Metropolitan,14.01436142
3,h,885000,13.9,1,2,Southern Metropolitan,13.69334292
3,t,830000,13.9,2,2,Southern Metropolitan,13.62918098
4,h,1137500,13.9,1,2,Southern Metropolitan,13.94434343
4,h,1100000,13.9,2,2,Southern Metropolitan,13.91082074
3,h,1040000,13.9,2,2,Southern Metropolitan,13.85473127
4,t,1210000,13.9,3,2,Southern Metropolitan,14.00613092
4,t,1160000,13.9,2,2,Southern Metropolitan,13.96393056
3,h,1215000,13.9,2,3,Southern Metropolitan,14.01025463
4,h,1200000,13.9,2,2,Southern Metropolitan,13.99783211
3,h,1050000,13.9,2,2,Southern Metropolitan,13.86430072
5,h,950000,13.9,2,4,Southern Metropolitan,13.76421726
2,u,380000,13.9,2,1,Southern Metropolitan,12.84792653
2,h,689000,13.9,1,1,Southern Metropolitan,13.44299655
3,h,1400000,13.9,2,2,Southern Metropolitan,14.15198279
3,h,965000,13.9,1,4,Southern Metropolitan,13.77988338
3,h,1338000,13.9,2,2,Southern Metropolitan,14.10668652
3,t,800000,13.9,2,1,Southern Metropolitan,13.59236701
2,u,651000,13.9,1,1,Southern Metropolitan,13.38626492
3,h,920000,13.9,1,3,Southern Metropolitan,13.73212895
3,h,1390000,13.9,2,2,Southern Metropolitan,14.14481431
2,u,495000,13.9,1,1,Southern Metropolitan,13.11231304
1,u,370000,13.9,1,1,Southern Metropolitan,12.82125828
3,h,1100000,13.9,1,2,Southern Metropolitan,13.91082074
4,h,1100000,13.9,2,4,Southern Metropolitan,13.91082074
3,h,1355000,13.9,1,2,Southern Metropolitan,14.11931201
